"name";"school";"X";"Y"
"广东工业大学图书馆";"广东工业大学";"50897.633187";"19373.984809"
"广东工业大学西八";"广东工业大学";"50035.525382";"19994.648315"
"广东工业大学西二";"广东工业大学";"50158.562366";"19995.017641"
"广东工业大学西九";"广东工业大学";"50035.132118";"20043.559861"
"广东工业大学西六";"广东工业大学";"50033.865411";"19897.339175"
"广东工业大学西七";"广东工业大学";"50035.377872";"19946.320924"
"广东工业大学西三";"广东工业大学";"50165.556375";"20043.250509"
"广东工业大学西十";"广东工业大学";"49870.961316";"19946.490531"
"广东工业大学西十二";"广东工业大学";"49869.382043";"20043.664973"
"广东工业大学西十六";"广东工业大学";"49772.339929";"20091.134682"
"广东工业大学西十三";"广东工业大学";"49746.617387";"19945.624775"
"广东工业大学西十四";"广东工业大学";"49751.910827";"19994.444815"
"广东工业大学西十一";"广东工业大学";"49869.723415";"19994.843238"
"广东工业大学西四";"广东工业大学";"50179.306328";"20092.156332"
"广东工业大学西五";"广东工业大学";"50032.00042";"19848.93157"
"广东工业大学西一";"广东工业大学";"50151.155919";"19945.889397"
"广东工业大学行政楼";"广东工业大学";"51007.66225";"19005.445472"
"广东工业大学验楼二号楼";"广东工业大学";"51380.048";"19246.346124"
"广东工业大学综合楼";"广东工业大学";"51008.576402";"19089.259162"
"广东外语外贸大学 教学楼A座";"广东外语外贸大学";"51181.346467";"22173.469632"
"广东外语外贸大学 教学楼B座";"广东外语外贸大学";"51129.192932";"22224.082451"
"广东外语外贸大学 教学楼C座";"广东外语外贸大学";"51082.567107";"22276.092372"
"广东外语外贸大学 教学楼D座";"广东外语外贸大学";"51030.871749";"22335.944854"
"广东外语外贸大学 教学楼E座";"广东外语外贸大学";"51153.973161";"22371.288127"
"广东外语外贸大学 教学楼F座";"广东外语外贸大学";"51194.49242";"22301.512125"
"广东外语外贸大学 实验楼A";"广东外语外贸大学";"51402.478073";"22321.254413"
"广东外语外贸大学 实验楼B";"广东外语外贸大学";"51375.549948";"22359.202273"
"广东外语外贸大学 实验楼C";"广东外语外贸大学";"51351.129386";"22392.910039"
"广东外语外贸大学 实验楼D";"广东外语外贸大学";"51294.685935";"22403.151036"
"广东外语外贸大学 实验楼E";"广东外语外贸大学";"51291.142665";"22472.697914"
"广东外语外贸大学 行政楼";"广东外语外贸大学";"51359.083312";"22104.948498"
"广东外语外贸大学 行政楼";"广东外语外贸大学";"51357.117143";"22161.099519"
"广东外语外贸大学 院系楼";"广东外语外贸大学";"51464.654982";"22195.072127"
"广东外语外贸大学 专家楼";"广东外语外贸大学";"51353.166876";"21975.318961"
"广东外语外贸大学保卫处";"广东外语外贸大学";"50937.529943";"22149.588615"
"广东外语外贸大学北苑1栋";"广东外语外贸大学";"50952.288837";"22080.354568"
"广东外语外贸大学北苑2栋";"广东外语外贸大学";"50969.489436";"22016.772552"
"广东外语外贸大学北苑3栋";"广东外语外贸大学";"50984.770853";"21953.051615"
"广东外语外贸大学北苑4栋";"广东外语外贸大学";"50990.336994";"21888.626807"
"广东外语外贸大学北苑5栋";"广东外语外贸大学";"51100.354143";"21825.2535"
"广东外语外贸大学北苑6栋";"广东外语外贸大学";"51078.373599";"21763.609189"
"广东外语外贸大学博雅园";"广东外语外贸大学";"51125.123926";"21955.314431"
"广东外语外贸大学第二食堂";"广东外语外贸大学";"50880.813565";"21595.665599"
"广东外语外贸大学第一食堂";"广东外语外贸大学";"51044.476051";"22065.700844"
"广东外语外贸大学教学楼G座";"广东外语外贸大学";"51256.485785";"22227.900209"
"广东外语外贸大学门诊部";"广东外语外贸大学";"50907.06757";"22201.771245"
"广东外语外贸大学南苑10栋";"广东外语外贸大学";"51103.351842";"21680.245156"
"广东外语外贸大学南苑11栋";"广东外语外贸大学";"50973.987699";"21613.562608"
"广东外语外贸大学南苑12栋";"广东外语外贸大学";"51057.303579";"21614.459048"
"广东外语外贸大学南苑13栋";"广东外语外贸大学";"50980.426239";"21548.494969"
"广东外语外贸大学南苑7栋";"广东外语外贸大学";"50933.11705";"21743.916579"
"广东外语外贸大学南苑8栋";"广东外语外贸大学";"50905.127304";"21672.114332"
"广东外语外贸大学南苑9栋";"广东外语外贸大学";"51024.666435";"21680.689706"
"广东外语外贸大学师苑1-3号";"广东外语外贸大学";"51097.956628";"21909.035104"
"广东外语外贸大学师苑2-6号";"广东外语外贸大学";"51100.518983";"21873.645805"
"广东外语外贸大学师苑5-9号";"广东外语外贸大学";"51168.016482";"21922.465522"
"广东外语外贸大学师苑8-16号";"广东外语外贸大学";"51182.433772";"21885.841028"
"广东外语外贸大学图书馆";"广东外语外贸大学";"51194.005453";"22094.779727"
"广东外语外贸大学图书馆";"广东外语外贸大学";"51037.151417";"22437.319369"
"广东外语外贸大学学生活动中心";"广东外语外贸大学";"50982.570174";"21822.532486"
"广东外语外贸大学学术报告厅";"广东外语外贸大学";"51241.261609";"22517.293932"
"广东外语外贸大学艺术楼";"广东外语外贸大学";"51063.288633";"22584.293668"
"广东外语外贸大学艺术楼";"广东外语外贸大学";"51193.939647";"22604.810177"
"广东外语外贸大学友苑A区";"广东外语外贸大学";"51172.272838";"21792.842013"
"广州大学B1";"广州大学";"49112.215899";"19601.185918"
"广州大学B10";"广州大学";"48899.799528";"19726.602769"
"广州大学B11";"广州大学";"48772.288829";"19639.776345"
"广州大学B12";"广州大学";"48691.559848";"19650.317675"
"广州大学B13";"广州大学";"48783.221821";"19706.62274"
"广州大学B14";"广州大学";"48703.550849";"19720.272296"
"广州大学B15";"广州大学";"48725.084721";"19787.816331"
"广州大学B16";"广州大学";"48834.89798";"19822.433193"
"广州大学B17";"广州大学";"48762.367355";"19858.167402"
"广州大学B18";"广州大学";"48866.20033";"19868.196358"
"广州大学B19";"广州大学";"48807.15532";"19912.69668"
"广州大学B2";"广州大学";"49039.182745";"19609.315964"
"广州大学B20";"广州大学";"48850.021592";"19964.740999"
"广州大学B21";"广州大学";"48616.884194";"19990.024328"
"广州大学B22";"广州大学";"48725.357494";"19977.322887"
"广州大学B23";"广州大学";"48660.502837";"20024.16941"
"广州大学B24";"广州大学";"48776.289913";"20021.858217"
"广州大学B25";"广州大学";"48711.046076";"20069.244054"
"广州大学B3";"广州大学";"48958.176192";"19618.624146"
"广州大学B4";"广州大学";"48881.382589";"19626.195925"
"广州大学B5";"广州大学";"49045.204684";"19660.75929"
"广州大学B6";"广州大学";"48959.648191";"19669.301124"
"广州大学B7";"广州大学";"48889.082299";"19677.482455"
"广州大学B8";"广州大学";"49048.269101";"19711.741009"
"广州大学B9";"广州大学";"48969.78608";"19716.72584"
"广州大学电子信息实验楼";"广州大学";"47995.802882";"19471.188297"
"广州大学计算机实验楼";"广州大学";"47996.383048";"19846.6206"
"广州大学菊苑餐厅";"广州大学";"48676.919058";"19931.011024"
"广州大学兰苑餐厅";"广州大学";"48914.918472";"19919.415173"
"广州大学理科教学楼北楼";"广州大学";"47980.059572";"19739.707526"
"广州大学理科教学楼南楼";"广州大学";"47979.280202";"19599.211819"
"广州大学理科实验楼北楼";"广州大学";"48107.349381";"20032.086429"
"广州大学理科实验楼南楼";"广州大学";"48040.551122";"19952.148189"
"广州大学理学实验室楼";"广州大学";"48140.711275";"19396.475204"
"广州大学梅苑餐厅";"广州大学";"49108.36882";"19678.297253"
"广州大学门诊部";"广州大学";"48797.805344";"19761.428118"
"广州大学人行天桥";"广州大学";"48753.610487";"19578.526328"
"广州大学榕轩1栋";"广州大学";"49013.021304";"19765.948779"
"广州大学榕轩2栋";"广州大学";"48973.605981";"19765.705731"
"广州大学榕轩3栋";"广州大学";"48909.172769";"19776.417994"
"广州大学榕轩4栋";"广州大学";"48939.628014";"19803.089998"
"广州大学榕轩5栋";"广州大学";"48966.584612";"19835.419477"
"广州大学榕轩6栋";"广州大学";"48994.92433";"19867.043985"
"广州大学榕轩7栋";"广州大学";"49033.041512";"19823.919717"
"广州大学榕轩8栋";"广州大学";"49055.750633";"19779.941321"
"广州大学商业中心";"广州大学";"48581.110862";"19804.577746"
"广州大学生化实验楼";"广州大学";"48211.938749";"20102.65394"
"广州大学图书馆";"广州大学";"48348.263869";"19698.752663"
"广州大学文俊东楼";"广州大学";"48725.891529";"19510.823242"
"广州大学文俊西楼";"广州大学";"48625.946637";"19516.793713"
"广州大学文清楼";"广州大学";"48523.650753";"19408.364164"
"广州大学文新楼";"广州大学";"48655.690866";"19409.637901"
"广州大学文逸楼";"广州大学";"48791.429371";"19401.507627"
"广州大学行政东楼";"广州大学";"48469.739809";"19513.277416"
"广州大学行政东楼";"广州大学";"48430.837917";"19456.496071"
"广州大学行政西楼";"广州大学";"48242.085277";"19466.517578"
"广州大学演艺中心";"广州大学";"48947.616578";"19454.431549"
"广州美术学院教师公寓";"广州美术学院";"49574.307709";"19788.163829"
"广州美术学院教师公寓/招待所";"广州美术学院";"49598.471603";"19746.87985"
"广州美术学院教学楼A栋";"广州美术学院";"49643.044056";"19238.437786"
"广州美术学院教学楼B栋";"广州美术学院";"49515.654504";"19238.104319"
"广州美术学院教学楼D栋";"广州美术学院";"49757.533664";"19392.470926"
"广州美术学院教学楼D栋";"广州美术学院";"49660.67639";"19393.25426"
"广州美术学院教学楼E栋";"广州美术学院";"49729.166803";"19458.998212"
"广州美术学院教学楼J栋";"广州美术学院";"49579.63785";"19442.40852"
"广州美术学院咖啡厅";"广州美术学院";"49764.323978";"19183.497368"
"广州美术学院师生食堂";"广州美术学院";"49457.554624";"19577.982742"
"广州美术学院宿舍二栋";"广州美术学院";"49553.25233";"19605.217072"
"广州美术学院宿舍三栋";"广州美术学院";"49552.932755";"19653.890954"
"广州美术学院宿舍四栋/留学生宿舍";"广州美术学院";"49587.385197";"19702.154595"
"广州美术学院宿舍一栋";"广州美术学院";"49553.073032";"19558.069303"
"广州美术学院行政楼";"广州美术学院";"49620.570961";"19290.445387"
"广州美术学院行政楼";"广州美术学院";"49621.192112";"19342.175267"
"广州美术学院医务所";"广州美术学院";"49673.108769";"19662.556514"
"广州药学院超市";"广州药学院";"51332.380557";"21272.085252"
"广州药学院广东药学院学生活动中";"广州药学院";"51591.392178";"21377.438278"
"广州药学院基础楼";"广州药学院";"52595.810275";"21550.125506"
"广州药学院教师公寓1";"广州药学院";"51581.752533";"21480.600014"
"广州药学院教师公寓2";"广州药学院";"51619.483177";"21525.837067"
"广州药学院教学楼";"广州药学院";"52571.967398";"21243.243793"
"广州药学院科技楼";"广州药学院";"52961.968341";"21273.915171"
"广州药学院生命科学与生物制药学";"广州药学院";"52808.630123";"21380.180972"
"广州药学院生命科学与生物制药学";"广州药学院";"52737.912974";"21430.339127"
"广州药学院宿舍10栋";"广州药学院";"51199.083329";"21081.563747"
"广州药学院宿舍11栋";"广州药学院";"51142.808808";"21122.740488"
"广州药学院宿舍1栋";"广州药学院";"51567.820656";"21316.116302"
"广州药学院宿舍2栋";"广州药学院";"51580.650492";"21264.311285"
"广州药学院宿舍3栋";"广州药学院";"51533.24812";"21250.295274"
"广州药学院宿舍4栋";"广州药学院";"51483.024949";"21227.567184"
"广州药学院宿舍5栋";"广州药学院";"51438.040239";"21206.112034"
"广州药学院宿舍6栋";"广州药学院";"51402.172069";"21257.684686"
"广州药学院宿舍7栋";"广州药学院";"51307.979293";"21205.476136"
"广州药学院宿舍8栋";"广州药学院";"51327.31442";"21147.035513"
"广州药学院宿舍9栋";"广州药学院";"51265.490267";"21111.206222"
"广州药学院图书馆";"广州药学院";"52558.25684";"21380.726204"
"广州药学院行政楼";"广州药学院";"52931.224937";"21156.581168"
"广州药学院行政楼";"广州药学院";"52876.077143";"21235.324208"
"广州药学院学生第二食堂";"广州药学院";"51381.513272";"21178.97414"
"广州药学院学生第一食堂";"广州药学院";"51688.814946";"21321.282696"
"广州药学院药学楼";"广州药学院";"52344.966011";"21468.848119"
"广州药学院药学楼";"广州药学院";"52470.394246";"21501.987124"
"广州药学院中药学院楼";"广州药学院";"52659.037163";"21460.492601"
"广州中医药大学 教学楼A2";"广州中医药大学";"51833.970092";"21837.113925"
"广州中医药大学 教学楼A3";"广州中医药大学";"51855.094977";"21884.677492"
"广州中医药大学办公楼";"广州中医药大学";"52102.484137";"21889.734468"
"广州中医药大学办公楼";"广州中医药大学";"52094.792956";"21929.743779"
"广州中医药大学办公楼";"广州中医药大学";"51933.054979";"21976.45451"
"广州中医药大学大会堂";"广州中医药大学";"51857.026348";"21583.807815"
"广州中医药大学第二商店";"广州中医药大学";"51213.206196";"21224.630956"
"广州中医药大学第二食堂";"广州中医药大学";"51265.141197";"21372.390674"
"广州中医药大学第一食堂";"广州中医药大学";"51520.641331";"21477.825648"
"广州中医药大学广州中医药大学医务所";"广州中医药大学";"51494.504249";"21404.723007"
"广州中医药大学国际楼";"广州中医药大学";"51991.054485";"21454.681697"
"广州中医药大学护理楼";"广州中医药大学";"52231.514326";"21863.644477"
"广州中医药大学基础楼";"广州中医药大学";"51674.067063";"21798.338424"
"广州中医药大学教师公寓1";"广州中医药大学";"51579.043117";"21554.456093"
"广州中医药大学教师公寓2";"广州中医药大学";"51537.504336";"21583.247346"
"广州中医药大学教师公寓3";"广州中医药大学";"51497.812189";"21612.988134"
"广州中医药大学教学楼A1";"广州中医药大学";"51821.51402";"21802.765292"
"广州中医药大学教学楼B1";"广州中医药大学";"51873.836655";"21790.088445"
"广州中医药大学教学楼B2";"广州中医药大学";"51887.303769";"21819.944721"
"广州中医药大学教学楼B3";"广州中医药大学";"51905.258171";"21860.903938"
"广州中医药大学教学楼B4";"广州中医药大学";"51923.076322";"21899.336274"
"广州中医药大学教学楼教学楼A4";"广州中医药大学教学楼";"51862.530504";"21919.370396"
"广州中医药大学解剖楼";"广州中医药大学";"51603.222796";"21806.375251"
"广州中医药大学经管楼";"广州中医药大学";"51687.36158";"21717.006713"
"广州中医药大学人文楼";"广州中医药大学";"51612.211449";"21751.402999"
"广州中医药大学图书馆";"广州中医药大学";"52039.710614";"21719.416442"
"广州中医药大学学生宿舍1";"广州中医药大学";"51457.867969";"21551.455642"
"广州中医药大学学生宿舍10";"广州中医药大学";"51105.867289";"21255.630651"
"广州中医药大学学生宿舍11";"广州中医药大学";"51047.599174";"21237.189473"
"广州中医药大学学生宿舍12";"广州中医药大学";"51078.889464";"21176.635436"
"广州中医药大学学生宿舍2";"广州中医药大学";"51413.191163";"21502.348462"
"广州中医药大学学生宿舍3";"广州中医药大学";"51455.563509";"21449.758654"
"广州中医药大学学生宿舍4";"广州中医药大学";"51377.862457";"21422.768358"
"广州中医药大学学生宿舍5";"广州中医药大学";"51319.317532";"21399.387825"
"广州中医药大学学生宿舍6";"广州中医药大学";"51352.220151";"21340.149706"
"广州中医药大学学生宿舍7";"广州中医药大学";"51210.233758";"21333.758086"
"广州中医药大学学生宿舍8";"广州中医药大学";"51255.790979";"21286.881302"
"广州中医药大学学生宿舍9";"广州中医药大学";"51169.119491";"21288.575814"
"广州中医药大学药科楼";"广州中医药大学";"51709.189532";"21886.197632"
"广州中医药大学药学楼";"广州中医药大学";"51767.830592";"21993.284483"
"广州中医药大学医学楼";"广州中医药大学";"52163.407003";"21581.122529"
"广州中医药大学针灸楼";"广州中医药大学";"52205.887381";"21741.46833"
"广州中医药大学综合楼";"广州中医药大学";"51932.586104";"21692.386785"
"华南理工大学 ";"华南理工大学";"52107.751914";"19852.504946"
"华南理工大学博士公寓C16";"华南理工大学";"51654.440075";"20972.495575"
"华南理工大学博士公寓C17";"华南理工大学";"51565.927294";"20904.280912"
"华南理工大学超市";"华南理工大学";"51575.14616";"20583.899166"
"华南理工大学第二学生食堂";"华南理工大学";"51729.079845";"20918.855708"
"华南理工大学第一学生食堂";"华南理工大学";"51655.042072";"20583.48985"
"华南理工大学公共教学楼A1栋";"华南理工大学";"51940.804596";"20482.369761"
"华南理工大学公共教学楼A2栋";"华南理工大学";"51938.337409";"20572.895433"
"华南理工大学公共教学楼A3栋";"华南理工大学";"51942.732407";"20660.324974"
"华南理工大学公共教学楼A4";"华南理工大学";"51997.457584";"20746.841668"
"华南理工大学公共教学楼A5";"华南理工大学";"52058.395295";"20762.482001"
"华南理工大学公共教学楼B10栋";"华南理工大学";"52130.806201";"20606.255474"
"华南理工大学公共教学楼B10栋";"华南理工大学";"52173.417219";"20649.05328"
"华南理工大学公共教学楼B11栋";"华南理工大学";"52181.764653";"20740.607718"
"华南理工大学公共教学楼B1栋";"华南理工大学";"52382.647442";"20218.168979"
"华南理工大学公共教学楼B2栋";"华南理工大学";"52253.128612";"20018.102312"
"华南理工大学公共教学楼B3栋";"华南理工大学";"52286.263496";"20269.357507"
"华南理工大学公共教学楼B4栋";"华南理工大学";"52174.025921";"20074.717703"
"华南理工大学公共教学楼B5栋";"华南理工大学";"52215.510652";"20306.034285"
"华南理工大学公共教学楼B6栋";"华南理工大学";"52109.090807";"20119.852883"
"华南理工大学公共教学楼B7栋";"华南理工大学";"52148.558616";"20346.877218"
"华南理工大学公共教学楼B8栋";"华南理工大学";"52041.433465";"20162.21411"
"华南理工大学公共教学楼B9栋";"华南理工大学";"52131.055964";"20495.375387"
"华南理工大学国际学术会议中心";"华南理工大学";"52026.125589";"21105.006028"
"华南理工大学教师公寓D1";"华南理工大学";"51604.501795";"20350.965957"
"华南理工大学教师公寓D2";"华南理工大学";"51624.068111";"20407.808192"
"华南理工大学教师公寓D3";"华南理工大学";"51644.698611";"20466.188172"
"华南理工大学教师公寓D4";"华南理工大学";"51616.303913";"20499.934001"
"华南理工大学教师公寓D5";"华南理工大学";"51589.165492";"20533.575248"
"华南理工大学体育馆";"华南理工大学";"51808.331149";"20560.934201"
"华南理工大学图书馆";"华南理工大学";"51918.224993";"20355.863621"
"华南理工大学学生公寓C1";"华南理工大学";"51561.241027";"20387.649231"
"华南理工大学学生公寓C10";"华南理工大学";"51537.22295";"20826.724572"
"华南理工大学学生公寓C11";"华南理工大学";"51426.258714";"20826.728681"
"华南理工大学学生公寓C12";"华南理工大学";"51393.460695";"20923.450269"
"华南理工大学学生公寓C13";"华南理工大学";"51471.260931";"20978.14828"
"华南理工大学学生公寓C14";"华南理工大学";"51569.371132";"21016.956314"
"华南理工大学学生公寓C15";"华南理工大学";"51672.196219";"21051.263054"
"华南理工大学学生公寓C2";"华南理工大学";"51480.122666";"20434.902073"
"华南理工大学学生公寓C3";"华南理工大学";"51553.014124";"20462.165115"
"华南理工大学学生公寓C4";"华南理工大学";"51423.783041";"20521.29349"
"华南理工大学学生公寓C5";"华南理工大学";"51524.194993";"20526.116531"
"华南理工大学学生公寓C6";"华南理工大学";"51525.64909";"20616.206109"
"华南理工大学学生公寓C7";"华南理工大学";"51399.242597";"20609.789959"
"华南理工大学学生公寓C8";"华南理工大学";"51467.307359";"20680.549127"
"华南理工大学学生公寓C9";"华南理工大学";"51484.530946";"20751.329656"
"华南理工大学学术大讲堂";"华南理工大学";"52080.189427";"20389.061845"
"华南理工大学医疗保健中心";"华南理工大学";"51768.251037";"21010.166381"
"华南理工大学邮政/银行/商店";"华南理工大学";"51598.377172";"20844.614787"
"华南师范大学北区宿舍楼10栋";"华南师范大学";"49702.676193";"21079.996543"
"华南师范大学北区宿舍楼11栋";"华南师范大学";"49771.014796";"21080.039461"
"华南师范大学北区宿舍楼12栋";"华南师范大学";"49714.835016";"21158.584129"
"华南师范大学北区宿舍楼13栋";"华南师范大学";"49908.510461";"21078.257732"
"华南师范大学北区宿舍楼15栋";"华南师范大学";"49872.576627";"21116.407748"
"华南师范大学北区宿舍楼16栋";"华南师范大学";"49849.377073";"21162.916509"
"华南师范大学北区宿舍楼17栋";"华南师范大学";"49816.665579";"21196.504755"
"华南师范大学北区宿舍楼18栋";"华南师范大学";"49789.946252";"21231.266121"
"华南师范大学北区宿舍楼19栋";"华南师范大学";"49754.541987";"21263.419612"
"华南师范大学大学城校教学楼";"华南师范大学大学城校";"49289.818422";"21040.741693"
"华南师范大学大学城校教学楼";"华南师范大学大学城校";"49221.609888";"21082.267585"
"华南师范大学翰园饭堂";"华南师范大学";"49582.287917";"21079.50321"
"华南师范大学理学院1栋";"华南师范大学";"48826.792096";"21397.143106"
"华南师范大学理学院2栋";"华南师范大学";"48771.535187";"21327.671194"
"华南师范大学理学院3栋";"华南师范大学";"48720.124912";"21253.948649"
"华南师范大学理学院4、5栋";"华南师范大学";"48815.618762";"21255.959372"
"华南师范大学理学院6栋";"华南师范大学";"48916.512462";"21327.782911"
"华南师范大学理学院7栋";"华南师范大学";"48975.205737";"21261.370536"
"华南师范大学理学院8栋";"华南师范大学";"49032.43888";"21194.348776"
"华南师范大学南区教工宿舍楼1栋";"华南师范大学";"49755.919219";"20819.205138"
"华南师范大学南区教工宿舍楼2栋";"华南师范大学";"49799.172822";"20806.087626"
"华南师范大学南区教工宿舍楼3栋";"华南师范大学";"49844.422295";"20805.243419"
"华南师范大学南区教工宿舍楼4栋";"华南师范大学";"49890.684817";"20808.451404"
"华南师范大学南区宿舍楼1栋";"华南师范大学";"49704.184978";"20752.713905"
"华南师范大学南区宿舍楼2栋";"华南师范大学";"49786.915187";"20731.631824"
"华南师范大学南区宿舍楼3栋";"华南师范大学";"49868.095604";"20733.722149"
"华南师范大学南区宿舍楼4栋";"华南师范大学";"49951.62108";"20733.18775"
"华南师范大学南区宿舍楼5栋";"华南师范大学";"50027.383175";"20732.10454"
"华南师范大学南区宿舍楼6栋";"华南师范大学";"50044.675508";"20766.904529"
"华南师范大学南区宿舍楼7栋";"华南师范大学";"50036.318039";"20802.358113"
"华南师范大学南区宿舍楼8栋";"华南师范大学";"50001.253155";"20842.341873"
"华南师范大学南区宿舍楼9栋";"华南师范大学";"49949.247721";"20807.254605"
"华南师范大学楠园饭堂";"华南师范大学";"49692.931017";"20826.995738"
"华南师范大学生活北区综合楼";"华南师范大学";"49599.20237";"21132.109713"
"华南师范大学图书馆";"华南师范大学";"49378.039273";"20854.064201"
"华南师范大学文1栋";"华南师范大学";"49112.688524";"20858.541613"
"华南师范大学文1栋";"华南师范大学";"49145.921213";"20858.820501"
"华南师范大学文2栋";"华南师范大学";"49104.969824";"20793.544703"
"华南师范大学文3栋";"华南师范大学";"49099.25076";"20725.709007"
"华南师范大学行政楼";"华南师范大学";"49261.885928";"20660.924703"
"华南师范大学艺术楼音乐厅";"华南师范大学";"49094.799525";"21441.790845"
"华南师范大学艺体楼2栋";"华南师范大学";"49145.912884";"21381.801886"
"华南师范大学艺体楼3栋";"华南师范大学";"49204.144174";"21312.569466"
"星海音乐学院教学楼A栋";"星海音乐学院";"49195.878768";"21689.293059"
"星海音乐学院教学楼B栋";"星海音乐学院";"49240.645584";"21644.840684"
"星海音乐学院教学楼C栋";"星海音乐学院";"49273.393237";"21596.670848"
"星海音乐学院教学楼D栋";"星海音乐学院";"49280.807027";"21545.842239"
"星海音乐学院排练楼";"星海音乐学院";"49433.17099";"21399.276258"
